question_id,question_type,question,answer,answer_begin_position,answer_end_position,article_id
15819,2,ดาวเคราะห์น้อยตระกูลฮังการีเป็นกลุ่มของดาวในแถบหลักซึ่งโคจรรอบดวงอาทิตย์ที่ระยะห่างระหว่าง 1.78 และ 2.0 หน่วยดาราศาสตร์ใช่หรือไม่,ใช่,,,204875
15820,2,ประมวลกฎหมายแพ่งและพาณิชย์เป็นประมวลกฎหมายอันเป็นกฎหมายสารบัญญัติแห่งประเทศไทยที่ร่างครั้งแรกใน ร.ศ. 127 ใช่หรือไม่,ใช่,,,283925
15821,2,พระบาทสมเด็จพระปรมินทรมหาจุฬาลงกรณ์ พระจุลจอมเกล้าเจ้าอยู่หัวทรงมีพระราชดำริให้จัดทำประมวลกฎหมายแพ่งและพาณิชย์ใช่หรือไม่,ใช่,,,283925
15822,2,งูแมมบาตัวผู้จะมีขนาดใหญ่กว่าตัวเมียเล็กน้อยใช่หรือไม่,ใช่,,,415558
15823,2,งูในสกุลงูแมมบานั้นมีลำตัวเรียวยาว หัวเล็ก ตากลมโต ยาวเฉลี่ย 1.5-2 เมตร และพบใหญ่ที่สุดได้ถึง 4 เมตรใช่หรือไม่,ใช่,,,415558
15824,2,วงศ์ชมพู่จัดเป็นวงศ์ของพืชใบเลี้ยงคู่ใช่หรือไม่,ใช่,,,527445
15825,2,เอนเป็นสถานีโทรทัศน์สาธารณะของประเทศเบลเยียม ที่ออกอากาศเป็นภาษาดัตช์ใช่หรือไม่,ใช่,,,771849
15826,2,SIL International เป็นองค์กรไม่หวังผลกำไร ที่ศึกษา พัฒนาและบันทึกภาษาที่ไม่รู้จักเพื่อศึกษาภาษาต่างๆ บนโลกใช่หรือไม่,ใช่,,,5074
15827,2,มหาวิทยาลัยที่ศึกษาหลักสูตร SIL มีทั้งในประเทศแคนาดาและออสเตรเลียใช่หรือไม่,ใช่,,,5074
15828,2,กองเสรีบริติชถือเป็นหน่วยของวัฟเฟิน-เอ็สเอ็สในช่วงสงครามโลกครั้งที่สองใช่หรือไม่,ใช่,,,890429
15829,2,กองเสรีบริติชเคยมีสมาชิกที่ระบุตัวตนได้เพียง 54 นาย และไม่เคยมีสมาชิกในประจำการเกินกว่า 27 นายใช่หรือไม่,ใช่,,,890429
15830,2,ทะเลฤๅอิ่มเป็นละครโทรทัศน์ไทย ที่สร้างครั้งแรกปี พ.ศ. 2545 จากบทประพันธ์ของ สุวรรณี สุคนธาใช่หรือไม่,ใช่,,,855096
15831,2,ภาษาฮานีจัดเป็นภาษาของชาวโลโลหรือยิ ที่อยู่ในตระกูลภาษาย่อยทิเบต-พม่าใช่หรือไม่,ใช่,,,120167
15832,2,"สุดขั้วยุทธภพเป็นการ์ตูนจีนฮ่องกงที่ได้รับความนิยมอย่างมาก สร้างสรรค์โดย ""เหอจื้อหวิน""ใช่หรือไม่",ใช่,,,391086
15833,2,ประตูบรันเดินบวร์คเป็นอดีตประตูเมืองที่ถูกสร้างขึ้นใหม่ในช่วงปลายคริสต์ศตวรรษที่ 18 ใช่หรือไม่,ใช่,,,86783
15834,2,สมาพันธ์นักประดิษฐ์นานาชาติ IFIA มีสำนักงานอยู่ที่กรุงบูดาเปสต์ ประเทศฮังการีใช่หรือไม่,ใช่,,,130334
15835,2,ในเรขาคณิตแบบยูคลิด รูปสี่เหลี่ยมมุมฉากเป็นรูปสี่เหลี่ยมที่มุมทั้งสี่ของมันเป็นมุมฉากใช่หรือไม่,ใช่,,,152473
15836,2,รูปสี่เหลี่ยมผืนผ้าเป็นรูปสี่เหลี่ยมมุมฉากที่ไม่ใช่รูปสี่เหลี่ยมจัตุรัสใช่หรือไม่,ใช่,,,152473
15837,2,พรรคปฏิวัติแห่งหนุ่มสาวอันนัมเป็นพรรคการเมืองในอันนัมที่ก่อตั้งเมื่อ พ.ศ. 2468 ใช่หรือไม่,ใช่,,,379326
15838,2,ปลาจิ้มฟันจระเข้ยักษ์เป็นปลาน้ำจืดชนิดหนึ่งที่อยู่ในวงศ์ม้าน้ำและปลาจิ้มฟันจระเข้ (Syngnathidae) ใช่หรือไม่,ใช่,,,58999
15839,2,ปลาจิ้มฟันจระเข้ยักษ์ทางภาคใต้พบมากในทะเลน้อยของทะเลสาบสงขลา แต่ไม่ใช้สำหรับการบริโภคใช่หรือไม่,ใช่,,,58999
15840,2,ฉลู เป็นชื่อปีที่ 2 ของรอบปีนักษัตร มีสัญลักษณ์เป็นวัวใช่หรือไม่,ใช่,,,70967
15841,2,เจย์ พาร์กเป็นอดีตสมาชิกวงทูพีเอ็ม ซึ่งเป็นวงบอยแบนด์เกาหลีใต้ใช่หรือไม่,ใช่,,,207342
15842,2,สงครามกลางเมืองโซมาเลียเมื่อต้นเดือนกุมภาพันธ์ 2552 เป็นสงครามที่มีความรุนแรงทางใต้ของโซมาเลียใช่หรือไม่,ใช่,,,825058
15843,2,เอนเตรริโอสเป็นรัฐทางตะวันออกเฉียงเหนือของประเทศอาร์เจนตินาใช่หรือไม่,ใช่,,,479303
15844,2,ระนาบหลังคอเป็นส่วนของสความา ออกซิปิตาลิสที่อยู่ใต้เส้นหลังคอเส้นบนสุดใช่หรือไม่,ใช่,,,170225
15845,2,"ในจินตนิยายชุด ""ปกรณัมชุดมิดเดิลเอิร์ธ"" ของ เจ. อาร์. อาร์. โทลคีน พรแห่งมนุษย์คือ ความตายใช่หรือไม่",ใช่,,,583956
15846,2,นิวเจแปนโปรเรสต์ลิงเป็นสมาคมมวยปล้ำอาชีพของญี่ปุ่น ที่ก่อตั้งโดย แอนโตนิโอะ อิโนกิ เมื่อมิถุนายนค.ศ. 1972 ใช่หรือไม่,ใช่,,,398842
15847,2,สารขยายหลอดลมช่วยทำให้ลดอาการหายใจติดขัด และทำให้มีอากาศหมุนเวียนไปสู่ปอดมากขึ้นใช่หรือไม่,ใช่,,,728396
15848,2,ฮอบบิทเป็นวงดนตรีแนวป็อปร็อก สัญชาติไทย จากค่ายมิวสิก บั๊กส์ใช่หรือไม่,ใช่,,,189137
15849,2,วูแมนเวิลด์เป็นซิงเกิลของนักร้องชาวอเมริกันชื่อ แชร์ จากอัลบั้มที่ 25 ของเธอใช่หรือไม่,ใช่,,,780995
15850,2,ฟรานซิส เบคอนเป็นศิลปินชาวอังกฤษในยุคสมัยสงครามโลกครั้งที่สองใช่หรือไม่,ใช่,,,664020
15851,2,"เพลง ""ภูมิแพ้กรุงเทพ"" เป็นซิงเกิลของ นครินทร์ กิ่งศักดิ์ ที่มีตั๊กแตน ชลดาร่วมร้องใช่หรือไม่",ใช่,,,642408
15852,2,ปุ่มกระดูกจูกูลาร์เป็นเนินรูปไข่บนพื้นผิวด้านบนของส่วนข้างของกระดูกท้ายทอยใช่หรือไม่,ใช่,,,170824
15853,2,รถไฟใต้ดินเดลีเป็นระบบขนส่งมวลชนความเร็วสูงที่ให้บริการในกรุงนิวเดลีและปริมณฑล ซึ่งถือเป็นเส้นที่ยาวเป็นอันดับที่ 13 ของโลกใช่หรือไม่,ใช่,,,575956
15854,2,อักษรอี๋ที่เก่าที่สุดมีอายุราว พ.ศ. 2100 ใช้ในทางศาสนาและบันทึกลับใช่หรือไม่,ใช่,,,69857
15855,2,ทางหลวงแผ่นดินหมายเลข 231เป็นเส้นทางคมนาคมสำคัญของจังหวัดอุบลราชธานี รวมระยะทางทั้งหมด 46.142 กม.ใช่หรือไม่,ใช่,,,702943
15856,2,23310 ศิริวันเป็นดาวเคราะห์น้อยดวงหนึ่งในแถบดาวเคราะห์น้อยของระบบสุริยะ มีคาบการโคจร 1240.4205508 วัน (3.40 ปี) ใช่หรือไม่,ใช่,,,396061
15857,2,ปลายปากกาเมจิกมักจะทำจากวัสดุที่ซับน้ำหมึก ตัวด้ามทำจากพลาสติก อะลูมิเนียม หรือแก้วใช่หรือไม่,ใช่,,,524372
15858,2,การประชุมเจนีวามีวัตถุประสงค์ประการแรก คือ ความพยายามที่จะหาหนทางรวมประเทศเกาหลีใช่หรือไม่,ใช่,,,345985
15859,2,"""ข้อตกลงเจนีวา"" เป็นข้อตกลงแยกเวียดนามเป็น 2 ส่วน ทางเหนืออยู่ใต้การปกครองของเวียดมินห์ และทางใต้ภายใต้รัฐเวียดนามใช่หรือไม่",ใช่,,,345985
15860,2,กระบี่คลั่งฟ้า หรืออีกชื่อหนึ่ง กระบี่โหดคลั่งฟ้าเป็นละครโทรทัศน์ที่สร้างขึ้นใน ค.ศ. 2004 ใช่หรือไม่,ใช่,,,896889
15861,2,อิสึสึจิ สึเนะโกะ เป็นพระชายาและพระราชมารดาในจักรพรรดิญี่ปุ่นโดยเป็นพระชายาในจักรพรรดิฟุชิมิใช่หรือไม่,ใช่,,,875229
15862,2,ไฮดรอกซิซีนเป็นสารต้านฮิสตามีนที่อยู่ในกลุ่ม diphenylmethane และ piperazine ซึ่งสังเคราะห์ขึ้นโดยบริษัทเบลเยียมใช่หรือไม่,ใช่,,,837382
15863,2,เสียงกัก ปุ่มเหงือก ไม่ก้อง (voiceless alveolar plosive) เป็นเสียงพยัญชนะที่มีใช้ในหลายภาษาใช่หรือไม่,ใช่,,,41691
15864,2,เคานัสเป็นเมืองที่มีประชากรมากเป็นอันดับ 2 ของประเทศลิทัวเนียใช่หรือไม่,ใช่,,,337930
15865,2,เคานัสเคยเป็นเมืองหลวงชั่วคราวของประเทศลิทัวเนีย ในช่วงต้นคริสต์ศตวรรษ 20 ตั้งอยู่ที่บรรจบกันของแม่น้ำเนริสและเนมานใช่หรือไม่,ใช่,,,337930
15866,2,พระตำหนักกว๊านพะเยา ตั้งอยู่ภายในศูนย์วิจัยและพัฒนาประมงน้ำจืดพะเยาก่อสร้างแล้วเสร็จเมื่อปี พ.ศ. 2514 ใช่หรือไม่,ใช่,,,538417
15867,2,วัดถ้ำเขาสาย เป็นวัดตั้งอยู่ที่เขาสาย ตำบลบางดี อำเภอห้วยยอด จังหวัดตรัง เป็นวัดเก่า อยู่ใกล้วัดหูแกงใช่หรือไม่,ใช่,,,58986
15868,2,โคปาอเมริกาเป็นการแข่งขันฟุตบอลนานาชาติของทวีปอเมริกา จัดขึ้นครั้งแรกในปี พ.ศ. 2459 ใช่หรือไม่,ใช่,,,101971
15869,2,กลุ่มภาษาเซมิติกตะวันตกเป็นกลุ่มย่อยของกลุ่มภาษาเซมิติกที่ได้รับการยอมรับจาก Robert Hetzron และ John Huehnergard ใช่หรือไม่,ใช่,,,194132
15870,2,นวนิยายผี 108 เรื่อง เป็นนวนิยายแนวผีของ เหม เวชกร จิตรกรชื่อดังตีพิมพ์ช่วง พ.ศ. 2476-2512 ใช่หรือไม่,ใช่,,,581757
15871,2,วังวาริชเวสม์ ตั้งอยู่ที่ซอยสุโขทัย 6 ถนนสุโขทัย เขตดุสิต กรุงเทพมหานคร สร้างขึ้นใน พ.ศ. 2476 ใช่หรือไม่,ใช่,,,127579
15872,2,ทรัมป์อินเตอร์เนชันแนลโฮเต็ลแอนด์ทาวเวอร์ หรือ ทรัมป์ทาวเวอร์เป็นตึกระฟ้าใจกลางเมืองชิคาโก รัฐอิลลินอยส์ ใช่หรือไม่,ใช่,,,274416
15873,2,ฟุตซอลทีมชาติสหรัฐเป็นทีมฟุตซอลซึ่งเป็นตัวแทนของสหรัฐอเมริกาในการแข่งขันระดับนานาชาติใช่หรือไม่,ใช่,,,863821
15874,2,ฮีสตามีนเป็นสารที่มีบทบาทสำคัญในกระบวนการอักเสบ หลั่งจากมาสต์เซลล์ (Mast cell) เบโซฟิล และเกล็ดเลือดใช่หรือไม่,ใช่,,,376040
15875,2,อิกลูคือที่พักอาศัยของชาวเอสกิโมซึ่งเป็นมนุษย์เผ่าหนึ่งที่อาศัยอยู่ทางแถบขั้วโลกเหนือหรือชนเผ่าบางกลุ่มที่อาศัยในเขตหนาวใช่หรือไม่,ใช่,,,397025
15876,2,เรื่องเล่าเสาร์–อาทิตย์ เป็นรายการโทรทัศน์เล่าข่าวด้วยภาษาเป็นกันเองกับผู้ชม ผลิตโดยฝ่ายข่าวสถานีวิทยุโทรทัศน์ไทยทีวีสีช่อง 3 ร่วมกับ บริษัท ไร่ส้ม จำกัดใช่หรือไม่,ใช่,,,242661
15877,2,บลังกา ซัวเรซ เป็นนักแสดงหญิงชาวสเปน มีผลงานเด่นคือ ซีรีส์โทรทัศน์เรื่อง เอลอินเตร์นาโด (พ.ศ. 2550–2553)ใช่หรือไม่,ใช่,,,774220
15878,2,"เอสวอยซ์ถือเป็นซอฟต์แวร์ผู้ช่วยปัญญาและ ผู้นำร่องความรู้ โดยถูกติดตั้งอยู่บนซัมซุง กาแลคซีเอส 3, ซัมซุง กาแลคซี โน้ต 2 และอื่นๆ ของมือถือซัมซุงอีกหลายรุ่นใช่หรือไม่",ใช่,,,529818
15879,2,"วิซิกอท หมายถึง ""กอทตะวันตก"" และเป็นหนึ่งในชาติพันธุ์สองสาขาหลักของชาวกอทใช่หรือไม่",ใช่,,,144048
15880,2,ชาววิซิกอทเป็นหนึ่งในอนารยชนกลุ่มชนเจอร์มานิคต่าง ๆ ที่เข้ามารุกรานจักรวรรดิโรมันตอนปลายในสมัยการอพยพใช่หรือไม่,ใช่,,,144048
15881,2,มิสไทยแลนด์เวิลด์เป็นชื่อของเวทีการประกวดนางงามในประเทศไทย โดยจัดครั้งแรกเมื่อพ.ศ. 2528 จากบริษัท บางกอกเอ็นเตอร์เทนเม้นต์ จำกัดใช่หรือไม่,ใช่,,,52001
15882,2,เอิร์ท ทางอนุกรมเคมี หมายถึง ธาตุเคมี หรือ สารประกอบของธาตุเคมี ที่เป็นธรณีวัตถุ และสามารถพบได้ในธรณีภาคของโลกใช่หรือไม่,ใช่,,,126144
15883,2,เอิร์ท ที่หมายถึงโลก มีความหมายว่า ดาวเคราะห์ที่มนุษย์อาศัยอยู่ใช่หรือไม่,ใช่,,,126144
15884,2,เฟร์นันโด รุยซ์ อิเอร์โร เป็นอดีตนักฟุตบอลชาวสเปน ที่เล่นในตำแหน่งเซ็นเตอร์แบ็ก สวีปเปอร์ หรือกองกลางตัวรับใช่หรือไม่,ใช่,,,952666
15885,2,ซันจอร์โจมัจโจเรเป็นเกาะแห่งหนึ่งในเมืองเวนิส ประเทศอิตาลีใช่หรือไม่,ใช่,,,106876
15886,2,เกาะซันจอร์โจมัจโจเรถูกครอบครองโดยจักรวรรดิโรมัน ก่อนถูกตระกูลเมมโมเข้าครองเป็นเจ้าของเกาะนี้จึงถูกเรียกว่า อินซูลาเมมเมียใช่หรือไม่,ใช่,,,106876
15887,2,แอดวานซ์ อินโฟร์ เซอร์วิส สามารถเรียกโดยย่อว่า เอไอเอส ใช่หรือไม่,ใช่,,,41403
15888,2,"เน็ตบ้านความเร็วสูง มีชื่อการค้าว่า ""เอไอเอส ไฟเบอร์ (AIS Fibre)"" ใช่หรือไม่",ใช่,,,41403
15889,2,เนชั่น แชนแนล ออกอากาศครั้งแรกเมื่อ 1 มิถุนายน พ.ศ. 2543 ทาง สถานีโทรทัศน์ยูบีซี ช่อง 8 ใช่หรือไม่,ใช่,,,24673
15890,2,รางวัล โลกัส โพล เป็นรางวัลที่มอบให้แก่ผู้ชนะการโหวตประจำปีจากนักอ่าน Locus Magazine เริ่มต้นในยุคปี 70's ใช่หรือไม่,ใช่,,,38254
15891,2,เดย์เบรกเป็นซิงเกิลที่ 25 ของอายูมิ ฮามาซากิ ซึ่งวางจำหน่ายที่ญี่ปุ่นเมื่อ 6 มีนาคม พ.ศ. 2545 ใช่หรือไม่,ใช่,,,113549
15892,2,การเจียระไนเพชร ถูกริเริ่มขึ้นโดยชาวเยอรมัน ในปี ค.ศ. 1375 ใช่หรือไม่,ใช่,,,296932
15893,2,การเจียระไนเพชรแบบ บริเลี่ยน (Brilliant Cut) ถือเป็นที่นิยม และเป็นรูปแบบสากลในตลาดการค้าขายอัญมณีใช่หรือไม่,ใช่,,,296932
15894,2,งานฟุตบอลประเพณีจุฬาฯ–ธรรมศาสตร์เป็นการแข่งขันฟุตบอลประเพณีระหว่างจุฬาลงกรณ์มหาวิทยาลัยกับมหาวิทยาลัยธรรมศาสตร์ใช่หรือไม่,ใช่,,,10315
15895,2,งานฟุตบอลประเพณีจุฬาฯ–ธรรมศาสตร์ ได้จัดขึ้นเป็นครั้งแรกในปี พ.ศ. 2477 ใช่หรือไม่,ใช่,,,10315
15896,2,โลโก้สโมสรฟุตบอลหาดใหญ่คือ รูปนกอินทรีแดงใช่หรือไม่,ใช่,,,296765
15897,2,สโมสรฟุตบอลหาดใหญ่ ก่อตั้งขึ้นโดยเทศบาลนครหาดใหญ่ โดยได้รับอนุมัติให้ก่อตั้งสโมสรขึ้นเมื่อวันที่ 27 ธันวาคม พ.ศ. 2552 ใช่หรือไม่,ใช่,,,296765
15898,2,สิบสี่มะอ์ศูมถือเป็นคำที่ใช้เรียกบุคคลสำคัญทางศาสนานิกายชีอะฮ์ 14 ท่าน ใช่หรือไม่,ใช่,,,916235
15899,2,อักขรานุกรมภูมิศาสตร์จัดเป็นพจนานุกรม หรือสารบบที่ใช้ร่วมกับแผนที่หรือแผนที่เล่มใช่หรือไม่,ใช่,,,924303
15900,2,นักภูมิศาสตร์ สเตฟานัสแห่งไบแซนทิอุม ได้เขียนพจนานุกรมภูมิศาสตร์ในคริสต์ศตวรรษที่ 6 ซึ่งมีอิทธิพลต่อผู้รวบรวมชาวยุโรปสมัยหลังใช่หรือไม่,ใช่,,,924303
15901,2,ละหุ่ง เป็นพืชในวงศ์ยางพาราและเป็นพืชชนิดเดียวในสกุล Ricinus มีถิ่นกำเนิดในบริเวณเมดิเตอร์เรเนียนและแอฟริกาตะวันออกใช่หรือไม่,ใช่,,,704700
15902,2,เรียลแอนด์ชัวร์เป็นค่ายเพลงร็อกในเครือบริษัท อาร์เอส จำกัด (มหาชน)ใช่หรือไม่,ใช่,,,305702
15903,2,หิน เหล็ก ไฟ ศิลปินในสังกัดบริษัท อาร์เอส จำกัด (มหาชน) ระหว่างปี พ.ศ. 2546 - 2549 ใช่หรือไม่,ใช่,,,305702
15904,2,ออสตราโคเดิร์ม เป็นปลาโบราณที่สูญพันธุ์ไปแล้วและเป็นสัตว์มีกระดูกสันหลังที่เกิดขึ้นใช่หรือไม่,ใช่,,,221919
15905,2,ส่วนหัวออสตราโคเดิร์มมีแผ่นกระดูกปกคลุม และกระดูกสันหลังยาวจนเกือบถึงปลายหาง ช่องเหงือกเปิดที่ผิวลำตัวและไม่เชื่อมต่อกับคอหอยใช่หรือไม่,ใช่,,,221919
15906,2,ทรูคริปต์เป็นชุดคำสั่งที่ถูกสร้างขึ้นเพื่อใช้ในการเข้ารหัสพื้นที่เก็บข้อมูลแบบ real-time ใช่หรือไม่,ใช่,,,151119
15907,2,สโมสรฟุตบอลบาเลนเซีย เป็นที่รู้จักกันในชื่อ บาเลนเซีย หรือ ไอ้ค้างคาว ใช่หรือไม่,ใช่,,,148353
15908,2,บาเลนเซียเป็นคู่ปรับสโมสรฟุตบอลเลบันเตซึ่งตั้งอยู่ที่เมืองบาเลนเซียเช่นเดียวกันใช่หรือไม่,ใช่,,,148353
15909,2,ตลาดหลักทรัพย์มอสโกเป็นหนึ่งในตลาดหลักทรัพย์สากลขนาดใหญ่ที่สุดในสหพันธรัฐรัสเซียและยุโรปตะวันออก โดยเปิดทำการเมื่อ ค.ศ. 1992 ใช่หรือไม่,ใช่,,,357955
15910,2,กำนันทรง องค์ชัยวัฒนะเกิดเมื่อวันที่ 26 พฤศจิกายน พ.ศ. 2476 ที่อำเภอเมือง จังหวัดพิจิตรใช่หรือไม่,ใช่,,,23819
15911,2,โรคติดเชื้อโมโนนิวคลีโอซิส หรือ โมโนเป็นโรคติดเชื้อที่เกิดจากการติดเชื้อไวรัสเอ็ปสไตน์-บาร์หรืออีบีวีใช่หรือไม่,ใช่,,,903320
15912,2,ในสหรัฐอเมริกาพบผู้ป่วยโรคติดเชื้อโมโนนิวคลีโอซิสประมาณ 45 ต่อประชากรแสนคน โดยราว 95% จะเคยมีการติดเชื้ออีบีวีมาก่อนใช่หรือไม่,ใช่,,,903320
15913,2,ปราสาทภูมิโปน ประกอบด้วย โบราณสถาน 4 หลัง คือ ปราสาทก่ออิฐ 3 หลัง และศิลาแลง 1 หลังใช่หรือไม่,ใช่,,,266008
15914,2,กระจุกดาวอัลฟาเพอร์เซย์ เป็นที่รู้จักกันในชื่อ เมล็อต 20 หรือ คอลลินเดอร์ 39 ใช่หรือไม่,ใช่,,,202661
15915,2,กระจุกดาวอัลฟาเพอร์เซย์สามารถมองเห็นได้ด้วยตาเปล่า และมีสมาชิกที่สว่างที่สุดในกระจุกดาวคือ อัลฟา เดลตา เอปซีลอน ไซ 29 30 34 และ 48 เพอร์เซย์ ใช่หรือไม่,ใช่,,,202661
15916,2,มูนไลต์ เป็นรายการโทรทัศน์จากสหรัฐอเมริกา ที่สร้างโดย Ron Koslow และ Trevor Munson ใช่หรือไม่,ใช่,,,182098
15917,2,รายการมูนไลต์ได้มีการจัดแสดง ณ งาน Comic-Con International ในวันที่ 27 กรกฎาคม พ.ศ. 2550 ในซานดิเอโกใช่หรือไม่,ใช่,,,182098
15918,2,ภัยพิบัติรถไฟในบัวโนสไอเรส เกิดเมื่อ 22 กุมภาพันธ์ พ.ศ. 2555 โดยรถไฟชนกันที่สถานีออนเซ ในประเทศอาร์เจนตินาใช่หรือไม่,ใช่,,,431078
15919,2,เมโทรโพลิสหรือชื่อไทยว่า เมโทรโพลิส เมืองล่าหุ่นยนต์ เป็นภาพยนตร์ไซไฟ จากประเทศเยอรมนีใช่หรือไม่,ใช่,,,96998
15920,2,"ค.ศ. 2002 ภาพยนตร์ ""เมโทรโพลิส เมืองล่าหุ่นยนต์"" ถูกบูรณะด้วยคอมพิวเตอร์กราฟิก และเพิ่มเติมฟุตเตจ บันทึกเสียงดนตรีด้วยวงออเคสตราที่ยึดถือตามต้นฉบับเดิมใช่หรือไม่",ใช่,,,96998
15921,2,เส้นทางสายไหมเป็นชุดเส้นทางการส่งการค้าและวัฒนธรรมซึ่งเป็นศูนย์กลางของอันตรกิริยาทางวัฒนธรรมผ่านภูมิภาคของทวีปเอเชียที่เชื่อมตะวันตกและตะวันออกใช่หรือไม่,ใช่,,,36634
15922,2,ในการประชุมคณะกรรมการมรดกโลกสมัยสามัญเมื่อพ.ศ. 2557 ณ กรุงโดฮา ประเทศกาตาร์ มีมติให้ขึ้นทะเบียนเส้นทางสายไหมในจีน คาซัคสถาน และคีร์กีซสถาน เป็นมรดกโลกใช่หรือไม่,ใช่,,,36634
15923,2,ตันซิ่ว หรือ เฉินโซ่ว เป็นนักประวัติศาสตร์จีนในสมัยราชวงศ์จิ้นใช่หรือไม่,ใช่,,,250515
15924,2,กัญชาเทศ เป็นพืชในวงศ์ Lamiaceae พบตั้งแต่ไซบีเรียจนถึงจีนใช่หรือไม่,ใช่,,,649383
15925,2,สารที่พบในใบกัญชาเทศจะมีสารอัลคาลอดย์ (เช่น Leonurine) ซึ่งเป็นสารที่กระตุ้นให้มดลูกบีบตัวใช่หรือไม่,ใช่,,,649383
15926,2,พารานอยด์เป็นเพลงของวงเฮฟวีเมทัล ของอังกฤษวงแบล็ก ซับบาธ ในอัลบั้มพารานอยด์(1970) ใช่หรือไม่,ใช่,,,448466
15927,2,โคสัมฤทธิ์ หรือ โคซีชีเลียเป็นเครื่องลงทัณฑ์และประหารอันคิดค้นขึ้นในกรีซโบราณ โดย เพอริลลอส (Perillos) ใช่หรือไม่,ใช่,,,389774
15928,2,พระเจ้าฟาลาริส ผู้ปกครองเมืองอาครากัส ในแคว้นซีชีลี มีพระราชโองการให้นายช่างเพอริลลอสสร้างเครื่องประหารนักโทษขึ้นใช่หรือไม่,ใช่,,,389774
15929,2,กลุ่มดาวนกทูแคนเป็นกลุ่มดาวในซีกฟ้าใต้ ปรากฏในแผนที่ดาว ยูรานอเมเทรีย (Uranometria) ของโยฮันน์ บาเยอร์ เมื่อค.ศ. 1603 ใช่หรือไม่,ใช่,,,6366
15930,2,ปลาปอดอเมริกาใต้เป็นปลาปอด มีชื่อวิทยาศาสตร์ว่า Lepidosiren paradoxa อยู่ในวงศ์ Lepidosirenidae ใช่หรือไม่,ใช่,,,353989
15931,2,นายแพทย์ทิน มอง จี ( ทิน หม่อง จี) เป็นนายแพทย์ หลังเกษียณอายุได้ทำงานด้านวิชาการทางสังคมศาสตร์ใช่หรือไม่,ใช่,,,850430
15932,2,ราษฎรอาวุโสเป็นคำเรียกบุคคลชาวไทยที่ดำรงตนเป็นผู้มีคุณประโยชน์ต่อสังคม และประเทศชาติใช่หรือไม่,ใช่,,,316012
15933,2,เล่ห์นางฟ้า เป็นละครโทรทัศน์แนวแฟนตาซี-โรแมนติก-คอมเมดีใช่หรือไม่,ใช่,,,583513
15934,2,คลารา เซทคิน เป็นนักทฤษฎีลัทธิมากซ์ นักกิจกรรมและผู้สนับสนุนสิทธิสตรีชาวเยอรมัน ใน ค.ศ. 1911 ใช่หรือไม่,ใช่,,,771539
15935,2,สมเด็จพระเจ้าแม็กซิมิเลียนที่ 1 โจเซฟแห่งบาวาเรีย ทรงเป็นกษัตริย์แห่งบาวาเรีย ระหว่างปี ค.ศ. 1806 - 1825 ใช่หรือไม่,ใช่,,,235458
15936,2,แจกกิดลิตเทิลพิลล์เป็นสตูดิโออัลบั้มที่สาม และเป็นอัลบั้มที่ออกขายทั่วโลกอัลบั้มแรกของนักร้องชาวแคนาดา อลานิส มอริสเซตต์ใช่หรือไม่,ใช่,,,726010
15937,2,ยูกันดาตกเป็นดินแดนในอารักขาของอังกฤษตั้งแต่ค.ศ. 1893 จากข้อตกลงระหว่างกษัตริย์แห่ง Buganda ซึ่งเป็นเผ่าที่ทรงอิทธิพลมากที่สุดกับรัฐบาลอังกฤษใช่หรือไม่,ใช่,,,19824
15938,2,ริชาร์ด ครอมเวลล์เป็นบุตรชายของ โอลิเวอร์ ครอมเวลล์ใช่หรือไม่,ใช่,,,287243
15939,2,สามแยกทีวี เป็นรายการทอล์คโชว์ที่ออกอากาศทางช่อง GMM ONE ใช่หรือไม่,ใช่,,,567819
15940,2,ปลาคู้ ( ปากู) หรือที่นิยมเรียกกันในเชิงการเกษตรว่า ปลาจะละเม็ดน้ำจืดใช่หรือไม่,ใช่,,,395970
15941,2,หาดแหลมเสด็จ อ่าวคุ้งกระเบนเป็นหาดทรายขาวสะอาดยาวเหยียดสุดตา และเป็นที่ตั้งของศูนย์การพัฒนาอ่าวคุ้งกระเบนอันเนื่องมาจากพระราชดำริใช่หรือไม่,ใช่,,,13549
15942,2,เวิลด์เฮวีเวตแชมเปียนชิปเป็นเข็มขัดมวยปล้ำอาชีพในสมาคม เวิลด์เรสต์ลิงเอ็นเตอร์เทนเมนต์ (WWE) ใช่หรือไม่,ใช่,,,196339
15943,2,ชาวคาทอลิกเรียกอันดรูว์อัครทูตว่า นักบุญอันดรูว์ที่เป็นนักบุญและมรณสักขีในคริสต์ศาสนาใช่หรือไม่,ใช่,,,149456
15944,2,ในคริสตจักรออร์ทอดอกซ์ เรียกนักบุญอันดรูว์ว่า “Protocletos” หรือ “ผู้ถูกเรียกคนแรก”ใช่หรือไม่,ใช่,,,149456
15945,2,ลูซิเทเนีย หรือ ลูซีตาเนีย เป็นหนึ่งในจังหวัดของโรมันโบราณ ที่ครอบคลุมอาณาบริเวณทั้งหมดที่เป็นประเทศโปรตุเกสปัจจุบัน ใช่หรือไม่,ใช่,,,258288
15946,2,ผลคูณไขว้ในทางคณิตศาสตร์ คือ การดำเนินการทวิภาคบนเวกเตอร์สองอันในปริภูมิแบบยุคลิดสามมิติเรียกอีกชื่อว่า ผลคูณเชิงเวกเตอร์ใช่หรือไม่,ใช่,,,119446
